gene	mean_diff	cv_FXS_zscore
SPDYE2B	-2.443136667	8.143990278
SPDYE3	-0.689835	0.641694091
SPDYE5	0.953363333	0.945205401
SPDYE6	-0.125	4.865853505
SPDYE9	0	
SPECC1	1.202591667	-0.890428078
SPECC1L	-1.662697667	1.591955607
SPEF1	-1.19805	-0.187919613
SPEF2	6.459108333	0.945937755
SPEG	-7.234473333	1.626068393
SPEN	-0.726366667	-0.162600828
SPG11	-22.5045	-1.129803832
SPG21	-4.346541667	0.02608933
SPG7	-15.61028333	-0.15944612
SPHK1	-5.052365	0.991676962
SPHK2	-3.696480833	0.488549065
SPIB	-3.45125	-0.522054896
SPICE1	-2.4303	-0.720894234
SPIDR	12.709825	-1.096328597
SPIN1	1.597025	0.160450745
SPIN2A	1.495383333	-1.205902471
SPIN2B	0.060908333	-0.92236549
SPIN3	3.2029	-1.216235673
SPIN4	0.804591667	-0.465793554
SPINDOC	3.874433333	0.06997914
SPINK5	1.998066667	0.42993708
SPINK8	-13.40566667	-0.677224427
SPINK9	8.198103333	-0.886826421
SPINT1	1.069555	0.160151959
SPINT2	-2.391383333	-0.626308829
SPIRE1	-27.59945	-1.506205324
SPIRE2	-6.69725	-0.355354825
SPN	-5.432675	-1.109134814
SPNS1	-7.063116667	-0.148286374
SPNS2	-2.693846667	0.003784543
SPOCD1	2.650899167	1.029137361
SPOCK1	-0.3788	-1.340408576
SPOCK2	-2.350300833	-0.206490742
SPON1	-0.79125	0.481803937
SPON2	-13.72145	-0.986851572
SPOP	5.173066667	-0.394165882
SPOPL	-4.501245	-0.559538776
SPOUT1	6.765956667	0.174890598
SPP1	-0.896425	-0.568917571
SPP2	0.507416667	-0.858676801
SPPL2A	1.433075	-0.736813459
SPPL2B	-3.255208333	0.72199282
SPPL3	-1.782691667	-0.167046706
SPR	-2.557894167	0.460121397
SPRED1	-3.537133333	-1.041921801
SPRED2	-5.986325	-0.480917348
SPRED3	-4.736133333	1.101896436
SPRING1	-2.99456	0.841516883
SPRN	-67.85216667	-0.232890954
SPRTN	-2.148001667	0.098874737
SPRY1	-3.4998275	-0.535083723
SPRY2	-1.400416667	-0.312488717
SPRY3	5.37415	-0.80530566
SPRY4	-0.160193333	0.275636046
SPRYD3	-2.603421667	0.886178703
SPRYD4	-5.088266667	-1.054936243
SPRYD7	-1.241733333	-0.301222192
SPSB1	-5.560266667	0.059026641
SPSB2	6.076968333	0.388560378
SPSB3	-3.428109167	0.368717675
SPSB4	-9.282158333	-0.366249571
SPTAN1	-10.85493667	0.445084611
SPTB	2.274316667	-0.898840018
SPTBN1	0.5144775	-0.181141945
SPTBN2	-8.27955	-1.087842296
SPTBN4	-3.083966667	0.304603091
SPTBN5	-0.577423333	-0.015591307
SPTLC1	-1.3753	-0.557886836
SPTLC2	-1.918041667	0.930905712
SPTLC3	-1.585391667	-0.499621759
SPTSSA	-1.218208333	-1.582923954
SPTSSB	-1.445725	0.026904846
SPTY2D1	6.858396667	1.095192489
SPX	0.525816667	-0.372916135
SQLE	-1.992335	0.311969036
SQSTM1	-6.679166667	-0.753394429
SRA1	-1.491486667	0.093851312
SRARP	-4.304369167	-0.166265507
SRBD1	9.077766667	-1.213909628
SRC	-7.422775	-0.10324378
SRCAP	2.456028333	-0.197137738
SRCIN1	-5.198025	-0.731597308
SRD5A1	6.06616	-0.216876429
SRD5A3	4.0042	-1.341541106
SREBF1	-2.854446667	1.881098321
SREBF2	-1.658983333	0.996629235
SREK1	19.79134167	-0.538706877
SREK1IP1	4.355266667	-0.216496581
SRF	0.692	1.304419331
SRFBP1	-4.666766667	-0.385767163
SRGAP1	2.063708333	-1.165522555
SRGAP2	-0.2262285	0.778140742
SRGAP2B	-1.208333333	8.143990278
SRGAP2C	-0.66578	8.143990278
SRGAP3	-19.47948333	-0.405777226
SRI	6.170441667	0.795129507
SRM	-7.001558333	0.598134886
SRP14	0.133618333	0.411347863
SRP19	-0.034966667	-0.174307504
SRP54	4.553933333	-1.686016961
SRP68	2.7997075	0.528543189
SRP72	2.986395833	1.295609546
SRP9	-6.180541667	0.034211208
SRPK1	1.80084	0.757953824
SRPK2	-4.036265833	-0.148674941
SRPK3	-8.436720833	2.079280185
SRPRA	0.652928333	1.315886657
SRPRB	9.498405	0.369981205
SRPX	4.60582	-0.502542637
SRR	-4.853325	-1.078792656
SRRD	7.383901667	0.912949948
SRRM1	-0.8585	-1.599938886
SRRM2	-24.1959	0.754618221
SRRM3	0.028471667	-0.160506625
SRRM4	4.284221667	0.015498666
SRRM5	-8.393308333	0.254856148
SRRT	-5.518270833	-0.366476558
SRSF1	-8.342258333	-0.161736248
SRSF10	3.238733333	-0.208992765
SRSF11	0.859974167	0.127444358
SRSF12	-2.859483333	-0.621569927
SRSF2	-1.300866667	-1.11272023
SRSF3	-2.1453675	-0.103650692
SRSF4	-24.581525	-0.506467205
SRSF5	-7.183433333	-1.152419942
SRSF6	-3.1173	-0.898159885
SRSF7	-10.2645	-0.301189587
SRSF8	-5.601041667	-0.274171395
SRSF9	-2.927553333	1.008769484
SRXN1	5.885521667	0.256903772
SRY	-1.578891667	-0.492937522
SS18	-22.67883333	-1.222718629
SS18L1	-1.6182	-0.742925097
SS18L2	-4.0031	-0.537142227
SSB	-0.110408333	-0.126947952
SSBP1	5.549716667	-0.846339437
SSBP2	6.372878333	-0.891736836
SSBP3	-23.30098333	-0.464696613
SSBP4	-3.600985333	2.302807869
SSC4D	-7.439708333	-0.624414706
SSC5D	4.744405	0.527677701
SSH1	-1.0466525	0.394144629
SSH2	-4.50345	-0.895806635
SSH3	-6.704366667	0.921033142
SSNA1	0.655565	1.269050458
SSPN	0.216275	0.70597532
SSR1	4.702433333	-0.196892059
SSR2	-8.540230833	0.151031529
SSR3	-0.8657975	0.942216978
SSR4	-4.148665	0.657941147
SSRP1	-0.5144425	1.261147626
SSTR2	-7.999233333	-1.496934147
SSTR3	0.355203333	-0.601018795
SSU72	-3.979915833	0.06066934
SSUH2	-12.19405833	0.203630666
SSX2IP	3.750966667	-0.161810321
ST13	-3.0316375	-0.422441493
ST18	-0.458141667	1.20889625
ST3GAL1	0.8977375	0.063339694
ST3GAL2	-2.478816667	-1.0044117
ST3GAL3	5.091175	-0.377212525
ST3GAL4	2.813508333	0.005100298
ST3GAL5	-3.88235	-0.667534257
ST3GAL6	6.103306667	-0.231344949
ST6GAL1	-1.476908333	-0.348236946
ST6GAL2	-8.940058333	-0.381673114
ST6GALNAC2	-9.105383333	-0.714069565
ST6GALNAC3	1.028391667	0.019106337
ST6GALNAC4	-1.718095	-0.659088799
ST6GALNAC5	-8.811675	-0.294841933
ST6GALNAC6	-1.58975	-0.157901645
ST7	-2.446084167	-0.042046
ST7L	-4.594983333	-0.178709431
ST8SIA1	3.85445	-1.4499217
ST8SIA2	-0.864219167	0.931733478
ST8SIA3	-6.482193333	-0.750844316
ST8SIA4	4.679158333	-0.927878069
ST8SIA5	-4.504733333	-0.615686955
ST8SIA6	2.504833333	0.315415079
STAB1	-8.05765	1.25492886
STAC	-7.719016667	-1.134960481
STAC2	2.6919575	0.836491248
STAC3	-0.039341667	0.451140609
STAG1	6.580516667	-0.907606871
STAG2	3.064258333	0.962436813
STAG3	2.131025	-0.503727327
STAM	-7.502883333	-1.092748535
STAM2	1.105016667	-0.216131709
STAMBP	-4.272033333	-0.141924125
STAMBPL1	10.3756975	0.651308458
STAP2	-11.67009167	-0.312787418
STAR	-5.46525	-0.594099239
STARD10	-11.63002	0.700287728
STARD13	-7.135658333	-0.602559121
STARD3	-1.148955833	1.25636378
STARD3NL	-6.238766667	-0.152936721
STARD4	4.903755833	0.192026657
STARD5	-0.525908333	-0.958515843
STARD7	-1.669501667	0.600723689
STARD8	2.665199167	0.197081053
STARD9	-11.2777	-0.588881991
STAT1	1.6027125	0.679126676
STAT2	3.0653075	0.535185937
STAT3	0.270855	-0.171906019
STAT4	-4.044585	0.541961061
STAT5A	1.554425	-1.086727754
STAT5B	0.102483333	-0.488546006
STAT6	-0.718158333	0.446459875
STAU1	0.512833333	0.928103345
STAU2	2.482541667	-1.585646923
STBD1	5.715575	-0.50966869
STC1	3.731683333	0.768207379
STC2	2.5276725	0.550868877
STEAP1	-1.351333333	0.058062362
STEAP1B	0.729358333	-0.245703535
STEAP2	3.452241667	-1.214961624
STEAP3	1.917205	0.316014773
STEAP4	4.434266667	-0.648371628
STEEP1	-2.5112275	0.954936358
STIL	3.449458333	-0.280101034
STIM1	-5.225125	-0.428527892
STIM2	-0.095746667	0.014769172
STIMATE	-0.33502	1.178686789
STIP1	-0.372985833	-0.220756621
STK10	-3.449683333	-0.886796859
STK11	-6.21745	0.443043808
STK11IP	1.434725	-0.058226718
STK16	-9.840565	-0.093653622
STK17A	6.965601667	-0.203398425
STK17B	-28.04375	-0.685032713
STK19	-13.61640833	-0.766070748
STK24	-1.172033333	0.04963852
STK25	-7.408688333	0.529026042
STK26	5.2678825	1.436588545
STK3	-6.189016667	-0.809717591
STK31	-2.177308333	-0.782897604
STK32A	-0.874366667	-0.596774641
STK32B	9.091175	-1.018606167
STK32C	-46.69433333	-0.909457694
STK33	3.201341667	-0.561800102
STK35	-3.488021667	1.583502681
STK36	1.674059167	-0.419610646
STK38	8.836891667	-0.119241086
STK38L	14.502325	-0.210998645
STK39	5.966866667	-0.950969003
STK4	-1.661499167	0.441858844
STK40	-5.362571667	0.59200572
STKLD1	-13.52830833	0.036542779
STMN1	-11.60366667	0.18258193
STMN2	2.042574167	0.326390249
STMN3	-1.159780833	2.419305791
STMN4	-0.316016667	-0.963542309
STMND1	-8.582866667	-0.84031822
STMP1	2.833066667	-0.466288549
STN1	4.268025	0.594504398
STOM	2.18773	1.4046418
STOML1	1.668725	0.177946381
STOML2	0.128590833	0.274727587
STOML3	8.689583333	-0.067548238
STON1	-5.498566667	-0.418337619
STON2	5.678991667	-0.251333713
STOX1	-14.64610833	0.307285149
STOX2	-8.686391667	-0.821011412
STPG1	9.468975	0.324979078
STPG2	9.9481	-0.444829905
STPG4	-6.568333333	-0.363664905
STRA6	2.936210833	0.724621478
STRADA	-5.3363825	0.160214597
STRADB	8.118366667	-1.144785964
STRAP	5.22537	0.331976151
STRBP	7.297016667	-1.118901009
STRC	2.118526667	2.380919075
STRIP1	-3.207433333	-0.445599329
STRIP2	-4.878125	-0.098105786
STRN	3.965	-0.793426169
STRN3	3.4168	-1.277826064
STRN4	-8.345218333	1.365496806
STS	-1.856189167	-0.564941688
STT3A	-12.04876333	-0.481309859
STT3B	-2.848375	-0.989617054
STUB1	-9.509445	2.511330211
STUM	-12.602325	0.160846064
STX10	-3.454864167	1.219606566
STX11	7.094703333	0.044533232
STX12	-1.14431	-0.547090773
STX16	0.92567	-1.317884424
STX17	2.069266667	-0.303785204
STX18	-1.165971667	0.455232043
STX19	6.796791667	-0.214841646
STX1A	-6.103610833	1.120219949
STX1B	0.531613333	-0.642825072
STX2	4.151071667	-1.407113148
STX3	1.025641667	-0.650513826
STX4	2.803706667	-0.800730934
STX5	-6.360141667	-0.771541578
STX6	-6.673233333	-1.440507184
STX7	-3.954491667	-1.477600877
STX8	-0.488510833	0.346867796
STXBP1	-7.964881667	0.574052598
STXBP2	-3.738241667	-0.316119416
STXBP3	5.058741667	-0.465309754
STXBP4	13.19929167	0.136882574
STXBP5	5.187155	0.231874818
STXBP5L	2.171461667	0.080685738
STXBP6	54.439475	3.681951688
STYX	-2.566658333	-0.27105772
STYXL1	4.318958333	-0.627612502
SUB1	-4.114126667	0.356073668
SUCLA2	4.546891667	-0.8836619
SUCLG1	10.92530833	-0.82961398
SUCLG2	3.410044167	0.573113991
SUCO	6.057746667	-0.175098008
SUDS3	8.163555	-0.238360243
SUFU	0.154310833	0.151055505
SUGCT	2.001541667	-0.265233286
SUGP1	0.088316667	-0.67315129
SUGP2	-3.853595833	0.505361582
SUGT1	2.502313333	1.081162521
SULF1	-17.11988333	-0.332900485
SULF2	0.929158333	0.091769343
SULT1A1	3.7513775	0.651105427
SULT1A2	-5.010425	-0.104721568
SULT1A3	-4.73121	0.400949107
SULT1A4	-4.684441667	0.797955223
SULT1B1	7.814541667	0.2467346
SULT1C2	5.132283333	-0.9639537
SULT1C4	4.305258333	-0.254922125
SULT4A1	-2.505158333	0.755133854
SUMF1	-1.744891667	-1.194364277
SUMF2	-8.230925	-1.142729506
SUMO1	-0.99549	0.495277803
SUMO2	-14.81756667	-0.172122353
SUMO3	2.6459975	1.127979786
SUMO4	6.9981	-1.438083564
SUN1	-0.8202	-0.424070895
SUN2	-4.829266667	-0.925221375
SUOX	3.115763333	-0.208007827
SUPT16H	1.457420833	0.959065855
SUPT20H	3.707475	0.113488874
SUPT20HL2	-7.534816667	-0.746964749
SUPT3H	1.884331667	-0.775733651
SUPT4H1	5.182088333	-1.008121055
SUPT5H	-6.852	-0.441660245
SUPT6H	-14.15801667	-1.24924011
SUPT7L	7.566528333	0.944128781
SUPV3L1	1.190164167	0.218178823
SURF1	0.361983333	-1.18318758
SURF2	0.1935925	0.963466247
SURF4	1.087415833	1.971872674
SURF6	-0.263025	1.075227797
SUSD1	-10.30488333	0.0751902
SUSD2	-1.746211667	0.390272353
SUSD4	-0.4344	-1.037490158
SUSD5	-7.690058333	-0.910103946
SUSD6	-2.745616667	-1.442673452
SUV39H1	-0.641259167	0.11752515
SUV39H2	7.001408333	-0.698247935
SUZ12	1.227583333	-1.167541362
SV2A	-6.739893333	-0.539572273
SV2B	2.083455	-0.66699758
SV2C	1.581916667	-0.791782827
SVBP	-10.63485833	-0.214622122
SVEP1	4.92315	-0.972957107
SVIL	-24.600925	-1.361012656
SVIP	-2.096191667	-0.590078308
SVOP	-3.400058333	-0.688735425
SVOPL	6.071516667	-0.757692931
SWAP70	-10.93605	-0.709254523
SWI5	-0.512841667	-1.104428527
SWSAP1	-3.812710833	0.306850659
SWT1	-1.327191667	0.326659033
SYAP1	-4.513641667	0.26336668
SYBU	-1.373183333	0.580177694
SYCE1L	-3.300083333	0.058139524
SYCE2	-4.558858333	0.144220175
SYCP1	-0.694866667	-0.786571199
SYCP2	-14.49915833	0.376857467
SYCP2L	1.656491667	-1.306994702
SYCP3	3.798271667	1.487511213
SYDE1	7.88565	1.585242902
SYDE2	8.286736667	-0.067144014
SYF2	-4.198849167	0.938185417
SYMPK	-1.427769167	0.781701032
SYN1	-3.525096667	0.783179391
SYN2	-1.828720833	-0.027955048
SYN3	-4.6195	-1.574416535
SYNC	3.520225	-1.324730763
SYNCRIP	-0.431393333	-0.351297982
SYNDIG1	-7.963916667	0.574714359
SYNE1	3.859655	-0.610224566
SYNE2	-1.476783333	-0.250702931
SYNE3	2.885108333	-0.445784445
SYNE4	0.835103333	0.514507235
SYNGAP1	-1.939299167	-0.535216834
SYNGR1	0.799108333	-0.01569675
SYNGR2	-10.12530917	0.858771587
SYNGR3	-13.2775	1.1244413
SYNJ1	-1.347625	-0.821135082
SYNJ2	-3.6804	-0.098398781
SYNJ2BP	6.030333333	0.11984731
SYNM	0.770686667	0.202849168
SYNPO	-6.1293175	0.313897378
SYNPO2	-0.08974	0.602230913
SYNPO2L	-1.817365	-0.144219017
SYNRG	0.239955833	0.873853259
SYP	2.957253333	0.482513866
SYPL1	0.151925	0.700769207
SYS1	2.056084167	-0.00975367
SYT1	-0.660864167	1.569396511
SYT10	-10.55655833	-0.524354323
SYT11	-3.129825	-0.604489682
SYT12	-1.031483333	0.72132993
SYT13	0.441083333	-0.584521406
SYT14	1.462800833	0.687601918
SYT15	-6.998438333	1.026440662
SYT15B	-2.2093675	-0.049192133
SYT16	4.828866667	-0.180226803
SYT17	-1.273875	-0.299369961
SYT2	0.677838333	1.236554414
SYT3	-174.1736917	-1.375649183
SYT4	0.719708333	-0.88293617
SYT5	-24.19970833	2.419260537
SYT6	-0.266558333	0.14776649
SYT7	-5.687808333	0.026433831
SYT9	-4.049778333	0.513573636
SYTL1	-5.953788333	0.770473446
SYTL2	-0.080458333	-0.579668279
SYTL3	0.756525	-1.037894124
SYTL4	4.020563333	-0.694744287
SYTL5	-8.714008333	-1.068034534
SYVN1	0.808869167	-0.218367645
SZRD1	-1.857475833	-0.212122634
SZT2	-4.536483333	0.952968557
TAB1	-7.456658333	-0.447371328
TAB2	2.66345	-0.492202161
TAB3	2.458391667	-0.453779374
TAC1	1.2709325	0.612039113
TAC3	0.282454167	0.31023876
TAC4	-2.923341667	0.798000308
TACC1	-1.735783333	-0.231960184
TACC2	1.03565	0.085343813
TACC3	-3.60331	1.579423362
TACO1	3.17619	1.125365271
TACR1	-3.430708333	0.201623795
TACR2	-5.578433333	-0.36189022
TACR3	5.635074167	-0.025299677
TADA1	12.20188333	-0.903010241
TADA2A	-0.453291667	-1.05728418
TADA2B	-2.1641575	0.460032797
TADA3	-1.565456667	0.500699405
TAF1	-6.227491667	0.04201403
TAF10	-4.738470833	-0.088940593
TAF11	0.09795	-0.487072419
TAF12	3.345808333	0.756251281
TAF13	4.120533333	-0.301533165
TAF15	-0.5484	-0.291405566
TAF1A	5.212891667	1.045634623
TAF1B	-5.466198333	0.476821659
TAF1C	-3.070605	-0.273069381
TAF1D	0.887835	-0.710966341
TAF2	2.511608333	-0.397937842
TAF3	10.68644167	-0.077867059
TAF4	2.294233333	-0.844513514
TAF4B	-10.4111	0.294167777
TAF5	10.70214167	-0.617857275
TAF5L	0.159114167	0.637260838
TAF6	-5.087299167	0.741843685
TAF6L	-2.68672	0.192342716
TAF7	21.08833333	-0.214423897
TAF8	2.772958333	0.458134722
TAF9	4.040398333	-0.100092943
TAF9B	-6.820621667	0.675210804
TAFA2	4.613758333	-0.450152975
TAFA5	36.96024333	3.268012393
TAFAZZIN	-0.8207925	-0.199600338
TAGLN	-7.478355	1.429068803
TAGLN2	5.092435	1.192302261
TAGLN3	-1.357541667	-0.726718923
TAL1	-15.16111583	0.832774958
TAL2	-13.200175	0.147208891
TALDO1	-5.590705833	0.624401804
TAMALIN	-23.1694	-0.120289881
TAMM41	-1.951491667	0.464919063
TANC1	4.524883333	-1.436966774
TANC2	-1.648525	-0.996656725
TANGO2	0.568058333	-0.026284632
TANGO6	3.998691667	-0.471025625
TANK	-0.084533333	0.018005979
TAOK1	3.096833333	-1.489527375
TAOK2	-12.75030833	-0.488481692
TAOK3	2.677388333	1.056973647
TAP1	-6.169233333	-0.755097299
TAP2	5.467521667	-0.266271473
TAPBP	3.711018333	0.672293973
TAPBPL	2.094906667	-0.393602014
TAPT1	-5.563408333	-0.052708617
TARBP1	3.719483333	-0.087958775
TARBP2	2.54467	0.063859437
TARDBP	-4.790151667	0.012876715
TARS1	7.249175	-1.629929338
TARS2	-1.677774167	-0.238775999
TARS3	-4.6135	-0.587470129
TAS1R3	-2.290266667	0.011711929
TAS2R10	11.74756667	0.798580316
TAS2R14	8.182066667	-0.648081191
TAS2R19	14.8302	-1.062095609
TAS2R20	19.698525	-1.316746193
TAS2R3	-8.532991667	-0.822729833
TAS2R30	9.239025	-0.066433624
TAS2R31	6.861716667	-1.448322282
TAS2R4	-2.940016667	-1.613070695
TAS2R43	-5.461475	-0.214961694
TAS2R5	15.46313333	-0.544791545
TASOR	5.915715	-0.363231104
TASOR2	9.044916667	-0.860070282
TASP1	3.332766667	-0.144016446
TATDN1	0.923473333	1.186042981
TATDN2	-7.459008333	-0.524996167
TATDN3	2.343545833	0.098827728
TAX1BP1	4.705280833	0.160255206
TAX1BP3	-0.209039167	1.547546526
TBC1D1	-3.037008333	-1.248318565
TBC1D10A	3.544270833	0.542307361
TBC1D10B	-3.2298075	1.89680651
TBC1D10C	1.630378667	1.282142907
TBC1D12	3.028091667	-0.640171083
TBC1D13	-4.336041667	-0.18268739
TBC1D14	4.543291667	-0.1349814
TBC1D15	9.346225	0.014744695
TBC1D16	-2.3137825	1.525644563
TBC1D17	-9.809066667	-0.059407631
TBC1D19	16.65140833	-0.721264845
TBC1D2	1.710433333	-0.120278728
TBC1D20	1.925296667	0.162126753
TBC1D22A	5.333983333	-1.518518053
TBC1D22B	-5.652016667	-1.212292634
TBC1D23	2.510259167	0.651607087
TBC1D24	1.3172925	0.644702747
TBC1D25	-4.603864167	0.204428901
TBC1D26	-6.976941667	0.020552289
TBC1D2B	1.929066667	-0.713930155
TBC1D30	3.165058333	-0.292602431
TBC1D31	2.13252	0.107600026
TBC1D32	0.231914167	1.428026165
TBC1D3B	-0.58773	1.945406405
TBC1D3C	0	
TBC1D3G	0	
TBC1D3I	-0.666666667	
TBC1D3L	0.625	4.107913402
TBC1D4	17.84933333	-0.838748268
TBC1D5	6.037935833	0.232221946
TBC1D7	6.315585	1.306284642
TBC1D8	-30.49469167	-0.177875927
TBC1D8B	1.37099	-0.765154491
TBC1D9	-2.538025	-0.781680553
TBC1D9B	-7.346116667	-0.318797135
TBCA	8.540308333	-0.488059944
TBCB	-1.869535833	-0.282212134
TBCC	-1.263633333	-0.771646927
TBCCD1	5.48722	0.741492304
TBCD	-14.15	0.092568779
TBCE	2.883533333	-0.005517492
TBCEL	0.83555	-0.719872388
TBCK	8.817241667	0.060097185
TBK1	5.875341667	-0.400063561
TBKBP1	-1.3504525	0.637350021
TBL1X	-0.506	-0.401530545
TBL1XR1	2.692783333	-1.553334668
TBL1Y	6.306925	-0.501707376
TBL2	-4.55965	-0.235652764
TBL3	-4.55855	3.069077361
TBP	1.560178333	-0.01858319
TBPL1	-5.009458333	-1.078082378
TBR1	-1.9453875	1.992923285
TBRG1	3.887205	1.204792745
TBRG4	-2.5789475	0.931270011
TBX1	-8.032558333	3.017776836
TBX10	-7.648066667	-0.439570463
TBX19	0.874883333	-0.427998719
TBX6	-6.3732675	0.244035525
TBXA2R	-19.854525	-0.011518071
TBXAS1	-19.24124167	-0.472789943
TCAF1	3.471108333	0.05562206
TCAF2	2.0774	0.474141233
TCAIM	-8.215891667	-0.520472083
TCAP	-3.051856667	1.005834492
TCEA1	3.296008333	-0.663095166
TCEA2	-3.176225833	1.033173816
TCEA3	2.721833333	-0.896654204
TCEAL1	1.8157775	0.142195963
TCEAL2	1.644920833	0.779706526
TCEAL3	3.513806667	0.306963672
TCEAL4	-1.475933333	-0.843943386
TCEAL5	-6.988816667	-1.381051378
TCEAL7	2.880406667	0.828176093
TCEAL8	3.797825	-0.230924022
TCEAL9	3.162516667	-1.117885647
TCEANC	1.6146425	-0.821167552
TCEANC2	-1.0205325	1.070094085
TCERG1	4.150391667	-0.752987679
TCERG1L	275.7480833	-1.128012622
TCF12	4.310566667	-0.313038272
TCF15	-2.490926667	1.139273376
TCF19	-0.046025	-1.148717774
TCF20	-5.789833333	-0.498121896
TCF23	-0.451135833	0.057216844
TCF25	-15.84349167	0.018195658
TCF3	-26.767	-0.668914779
TCF4	-3.713525	-0.535014739
TCF7	-7.6312375	0.894827476
TCF7L1	0.978653333	-1.255261565
TCF7L2	-0.6783575	0.264325973
TCFL5	-15.12939167	0.065866368
TCHH	53.414	1.06489104
TCHP	0.574929167	-0.38543173
TCIM	-1.936816667	-0.39876578
TCIRG1	0.682719167	1.439738135
TCN2	-4.1225825	0.651230855
TCOF1	-4.272481667	0.41352744
TCP1	0.8817025	-0.232849671
TCP10L	4.960075	-0.667725732
TCP11L1	-14.217925	-0.57426161
TCP11L2	1.069555	0.526595917
TCP11X2	-16.79216667	0.556422911
TCTA	-5.8929625	-0.193942355
TCTE1	1.87385	-1.166774291
TCTN1	-1.497475	-0.466702664
TCTN2	-1.809458333	-1.570924469
TCTN3	2.366449167	0.90364727
TDG	4.468315	-0.103205984
TDP1	15.02376083	1.479491164
TDP2	2.582945	0.757702757
TDRD1	3.455141667	-1.486302055
TDRD12	-24.9421	-0.95051707
TDRD3	6.985	-0.686899898
TDRD6	-9.465475	-1.436797532
TDRD7	2.432783333	0.385004769
TDRKH	-0.407436667	0.249949929
TDRP	-18.24768333	-1.317930915
TEAD1	-2.992009167	-0.462798581
TEAD2	-14.02849167	1.061619839
TEAD3	-11.63985833	0.252160798
TEAD4	1.59135	-0.882080896
TECPR1	-0.708308333	-0.403000168
TECPR2	6.669491667	0.072149113
TECR	-7.986825	0.148604019
TECRL	-1.886183333	0.584110452
TECTA	-1.893754167	0.939655444
TEDC1	-21.65523	1.766287939
TEDC2	-5.828964167	1.912080389
TEF	0.799491667	-0.406624772
TEFM	1.957619167	0.846425078
TEK	3.232391667	0.409868455
TEKT2	2.856394167	1.112883412
TEKT3	-2.256533333	-0.345500953
TELO2	-6.73803	0.090406904
TEN1	-0.304291667	-0.095745622
TENM1	-3.209116667	-0.780927515
TENM2	5.891055833	-0.181739292
TENM3	-12.145025	-0.431597336
TENM4	4.5378	-1.052022072
TENT2	-15.98335833	-0.753909275
TENT4A	1.551335833	-0.809444109
TENT4B	6.7438475	0.068330686
TENT5A	5.175683333	0.072673139
TENT5B	1.848310833	1.679307742
TENT5C	3.324588333	0.441705304
TEP1	0.13765	-0.822159238
TEPSIN	-5.131166667	-0.431973435
TERB1	-4.254558333	-0.874522442
TERF1	-6.690475	-0.9080692
TERF2	5.911866667	-0.844354643
TERF2IP	6.094868333	-0.139132694
TERT	34.93854	1.410597385
TES	2.889125	0.121200191
TESC	-3.185398333	0.871061655
TESK1	1.543524167	-0.663585718
TESK2	2.4148	0.151525246
TESMIN	-0.345808333	-0.196528358
TESPA1	4.845608333	-0.766103015
TET1	-4.411591667	-0.76424532
TET2	11.417875	-0.608108252
TET3	-0.3488	-0.639222427
TEX10	-15.50321667	0.764305243
TEX101	-0.591825	-0.905537352
TEX14	1.942993333	-0.419787827
TEX15	-2.042029167	0.633433169
TEX2	-5.268884167	0.762951694
TEX22	-18.54733333	-0.404309293
TEX261	-0.043424167	0.71498305
TEX264	0.625981667	0.78649886
TEX30	0.186491667	-0.554257394
TEX35	-4.299041667	-0.151856182
TEX9	-4.587754167	-0.011546035
TF	-6.999191667	0.048509697
TFAM	5.427315833	-0.300022003
TFAP2A	-11.18364417	1.372647753
TFAP2C	-3.15044	0.44014197
TFAP2E	-2.767533333	1.176080492
TFAP4	-7.76965	0.383068408
TFB1M	-6.539016667	0.332019358
TFB2M	7.799316667	1.019210476
TFCP2	4.047658333	0.671533991
TFCP2L1	-12.364975	-0.587779737
TFDP1	2.161083333	0.091303135
TFDP2	-7.908025	-0.643473679
TFE3	1.695925	-0.156471178
TFEB	-3.97266	0.637054518
TFG	7.031783333	-1.118590469
TFIP11	10.57155833	-0.524677982
TFPI	7.325173333	-0.224197542
TFPI2	-4.962891667	-0.8107082
TFPT	-4.326386667	-0.341021774
TFR2	-2.652291667	-0.334159771
TFRC	1.474868333	0.237839823
TGDS	7.2461	0.784064697
TGFA	14.97978333	-0.921582826
TGFB1	-1.1215225	-0.566490558
TGFB1I1	-11.94663333	1.352582486
TGFB2	-1.578916667	0.466178545
TGFB3	-5.302791667	-0.034385102
TGFBI	-0.3619	-1.374346726
TGFBR1	5.478858333	-0.915434521
TGFBR2	6.16066	-1.419829458
TGFBR3	0.573133333	-1.089230064
TGFBR3L	-3.3089075	0.451208907
TGFBRAP1	-1.051446667	-0.140029565
TGIF1	14.94434167	1.048591273
TGIF2	-7.557956667	2.193071991
TGM1	1.421886667	-0.977180716
TGM2	-1.930680833	0.579931346
TGOLN2	-0.249808333	-0.049403842
TGS1	0.132333333	-0.976108827
THADA	1.440583333	-0.869040497
THAP1	1.495858333	0.191475924
THAP10	3.886591667	0.150339455
THAP11	-5.434833333	-0.11890818
THAP12	4.903025	-1.22625087
THAP2	3.946781667	0.699711532
THAP3	-0.493085	0.736086048
THAP4	-26.43691667	-0.729645511
THAP5	-17.50271667	-1.139740169
THAP6	2.014965833	0.510653123
THAP7	-8.734529167	-1.35835598
THAP8	3.739891667	-0.297743204
THAP9	1.764743333	0.061071847
THBS1	1.2836525	-0.434721163
