gene,Pearson_rho_Gene
SGTA,0.470620386
SGTB,-0.051205438
SH2B1,0.190706129
SH2B2,0.349884025
SH2B3,-0.163120574
SH2D1A,-0.117620466
SH2D1B,-0.409417592
SH2D2A,-0.116206997
SH2D3A,0.403805165
SH2D3C,-0.071022633
SH2D4A,0.070844669
SH2D4B,0.17276713
SH3BGR,0.540644579
SH3BGRL,-0.13458223
SH3BGRL2,0.417581719
SH3BGRL3,0.350670089
SH3BP1,0.426045323
SH3BP2,0.033683697
SH3BP4,-0.049677242
SH3BP5,0.105337155
SH3BP5L,0.053466976
SH3D19,0.378021171
SH3D21,0.308140949
SH3GL1,0.219247501
SH3GLB1,0.071969736
SH3GLB2,-0.381732291
SH3KBP1,0.052291957
SH3PXD2A,-0.440884992
SH3PXD2B,0.073566409
SH3RF1,-0.438755629
SH3RF2,0.186726465
SH3RF3,0.068848315
SH3TC1,-0.013686625
SH3TC2,0.123152943
SH3YL1,0.580590874
SHANK1,-0.175083924
SHARPIN,0.174335921
SHB,-0.372262052
SHC1,-0.072427697
SHC2,-0.270079139
SHCBP1,-0.189142945
SHD,0.453078919
SHE,-0.125858469
SHF,0.27816969
SHFL,0.049719852
SHISA2,-0.20660141
SHISA4,0.018092619
SHISA5,0.153510369
SHISA8,0.099652579
SHISAL2A,0.171511459
SHKBP1,0.34969665
SHLD1,0.23050131
SHLD2,-0.336504303
SHLD3,-0.040903953
SHMT1,0.278794534
SHMT2,0.03998625
SHOC2,0.036884802
SHOX2,0.172710976
SHPK,0.109157361
SHPRH,-0.207447402
SHQ1,-0.376295823
SHROOM1,-0.181525214
SHTN1,-0.395667594
SIAE,-0.094077514
SIAH1,-0.258899121
SIAH2,0.310853231
SIAH3,0.161532388
SIDT1,-0.198689036
SIDT2,-0.345332515
SIGIRR,0.128371916
SIGLEC1,-0.145216179
SIGLEC10,0.460440701
SIGLEC11,-0.170272441
SIGLEC12,-0.122143147
SIGLEC14,0.135091579
SIGLEC15,-0.435222818
SIGLEC16,-0.447214804
SIGLEC5,0.083882398
SIGLEC6,-0.498535439
SIGLEC7,0.063372069
SIGLEC8,0.075012796
SIGLEC9,-0.233658864
SIGLECL1,0.279311449
SIGMAR1,0.070859287
SIK1,0.16613561
SIK1B,-0.016204232
SIK2,-0.010283343
SIK3,-0.488551895
SIKE1,-0.274364864
SIL1,0.099906719
SIMC1,-0.493335216
SIN3A,-0.026603909
SIN3B,-0.399135029
SINHCAF,-0.318139365
SIPA1,0.286649858
SIPA1L1,0.00620885
SIPA1L2,0.077503188
SIPA1L3,0.223259969
SIRPA,0.00438165
SIRPB1,0.472283923
SIRPB2,-0.180106596
SIRPD,-0.243564159
SIRPG,0.468314239
SIRT1,-0.284864728
SIRT2,0.051468053
SIRT3,-0.196994395
SIRT4,0.286949112
SIRT5,-0.09769581
SIRT6,0.155110693
SIRT7,0.10951475
SIT1,0.222853151
SIVA1,0.282181436
SIX5,0.054729304
SKA1,-0.372443622
SKA2,-0.007978247
SKA3,-0.078764394
SKAP1,0.391369562
SKAP2,0.030031223
SKI,0.153922556
SKIL,0.123697539
SKOR1,-0.055142678
SKP1,0.538759549
SKP2,-0.18869547
SLA,0.034447989
SLA2,0.153407304
SLAIN1,-0.110313013
SLAIN2,-0.057348823
SLAMF1,-0.209036209
SLAMF6,-0.240710824
SLAMF7,-0.378515427
SLAMF8,0.136665741
SLAMF9,0.091492783
SLBP,0.430535943
SLC10A3,0.268726658
SLC10A4,-0.475589706
SLC10A5,0.228769061
SLC10A7,-0.333254838
SLC11A1,0.150153807
SLC11A2,-0.421921862
SLC12A2,-0.125298846
SLC12A3,-0.010126045
SLC12A4,0.208627189
SLC12A5,-0.138550462
SLC12A6,-0.034871504
SLC12A7,-0.17537199
SLC12A8,-0.221947261
SLC12A9,0.172418864
SLC13A3,-0.227352421
SLC14A1,-0.000244149
SLC15A2,-0.270533723
SLC15A3,0.468473072
SLC15A4,0.145035849
SLC16A1,-0.311385038
SLC16A10,-0.068945869
SLC16A11,0.19983887
SLC16A13,0.079473617
SLC16A14,-0.202188438
SLC16A3,0.12393808
SLC16A4,-0.517494206
SLC16A5,0.340603009
SLC16A6,-0.634583301
SLC16A7,-0.353304194
SLC17A3,-0.35068348
SLC17A5,-0.261724918
SLC17A9,-0.004095954
SLC18A1,0.150333781
SLC18A2,0.146002066
SLC18B1,-0.378711048
SLC19A1,0.283943303
SLC19A2,-0.304205454
SLC1A3,-0.192167268
SLC1A4,-0.375511654
SLC1A5,0.111211282
SLC1A7,-0.092510961
SLC20A1,-0.22232589
SLC20A2,-0.213091277
SLC22A1,-0.225905069
SLC22A13,0.34129756
SLC22A14,-0.023184034
SLC22A15,0.16254446
SLC22A16,-0.334688178
SLC22A17,0.296609208
SLC22A18,0.30147671
SLC22A23,0.476976908
SLC22A31,0.029004284
SLC22A4,0.001280977
SLC22A5,-0.24197311
SLC23A1,-0.377024945
SLC23A2,-0.399981813
SLC23A3,-0.54326821
SLC24A1,-0.343617816
SLC24A3,-0.005942889
SLC24A4,-0.479704307
SLC25A1,0.398876887
SLC25A10,-0.122342064
SLC25A11,0.235522157
SLC25A12,-0.23001833
SLC25A13,-0.127855458
SLC25A14,0.030273517
SLC25A15,-0.226239354
SLC25A16,-0.14680547
SLC25A17,-0.174030386
SLC25A19,-0.290729369
SLC25A20,-0.095542199
SLC25A22,-0.086970273
SLC25A23,0.28567016
SLC25A24,-0.371700735
SLC25A25,0.049633003
SLC25A26,0.361426638
SLC25A27,0.013006413
SLC25A28,0.202445306
SLC25A29,0.102351333
SLC25A3,0.259440566
SLC25A30,0.015877043
SLC25A32,-0.230772792
SLC25A33,0.29550955
SLC25A34,-0.065403788
SLC25A35,-0.012970327
SLC25A36,-0.266852464
SLC25A37,0.090910889
SLC25A38,0.20806724
SLC25A39,-0.040696023
SLC25A4,0.128135319
SLC25A40,-0.349551311
SLC25A41,0.193352454
SLC25A42,-0.161748341
SLC25A43,-0.273291006
SLC25A44,-0.065681415
SLC25A45,0.052322139
SLC25A46,-0.296605185
SLC25A5,0.316813914
SLC25A51,-0.384190192
SLC25A53,-0.129922284
SLC25A6,0.182248345
SLC26A1,-0.175201016
SLC26A11,0.158296723
SLC26A2,-0.474806233
SLC26A6,-0.202626453
SLC26A7,-0.003373876
SLC26A8,0.090703557
SLC27A1,-0.204242593
SLC27A2,0.040177618
SLC27A3,0.094139737
SLC27A4,0.307423567
SLC27A5,0.394275027
SLC28A3,-0.186399856
SLC29A1,0.033257008
SLC29A2,-0.134800432
SLC29A3,-0.410495253
SLC29A4,-0.017754805
SLC2A1,0.012388686
SLC2A10,0.07031591
SLC2A11,0.350759657
SLC2A13,-0.520067896
SLC2A14,-0.090733006
SLC2A3,0.18793927
SLC2A4RG,0.132958042
SLC2A5,-0.018587646
SLC2A6,-0.15325565
SLC2A8,0.090657334
SLC2A9,-0.201837254
SLC30A1,-0.422841892
SLC30A4,-0.325670148
SLC30A5,0.188859943
SLC30A6,-0.215463777
SLC30A7,-0.439966917
SLC30A9,-0.173060789
SLC31A1,0.226922461
SLC31A2,-0.022597898
SLC33A1,-0.304568956
SLC34A1,-0.01653606
SLC35A1,-0.173342507
SLC35A2,0.016105634
SLC35A3,-0.290339161
SLC35A4,-0.070854446
SLC35A5,-0.301408341
SLC35B1,0.129311868
SLC35B2,-0.089692084
SLC35B3,-0.338562325
SLC35B4,-0.447501634
SLC35C1,-0.018393698
SLC35C2,0.03136395
SLC35D1,-0.43536528
SLC35D2,0.524920089
SLC35D3,0.092836197
SLC35E1,-0.55151124
SLC35E2B,-0.606992545
SLC35E3,0.150340036
SLC35E4,-0.079170429
SLC35F2,-0.099198576
SLC35F3,-0.001001355
SLC35F5,-0.129121773
SLC35F6,0.07525181
SLC35G1,-0.342006577
SLC35G2,-0.116456537
SLC35G5,-0.462728705
SLC36A1,-0.215938062
SLC36A4,-0.177993848
SLC37A1,0.004126143
SLC37A2,-0.537480492
SLC37A3,-0.262444144
SLC37A4,0.010427619
SLC38A1,-0.107155376
SLC38A10,0.17937413
SLC38A11,-0.163815897
SLC38A2,-0.288025525
SLC38A5,-0.063476982
SLC38A6,-0.343898949
SLC38A7,-0.454297772
SLC38A9,-0.601364745
SLC39A1,0.024374002
SLC39A10,-0.475939626
SLC39A11,-0.16430176
SLC39A13,0.025524258
SLC39A14,-0.297729973
SLC39A3,0.384869994
SLC39A4,0.231608839
SLC39A5,-0.311989467
SLC39A6,0.130017326
SLC39A7,0.247396491
SLC39A8,0.347775258
SLC39A9,-0.098242268
SLC3A1,0.071151399
SLC3A2,0.026455467
SLC40A1,0.076385337
SLC41A1,-0.283050513
SLC41A2,-0.123337176
SLC41A3,-0.017240815
SLC43A1,0.078269742
SLC43A2,0.245155675
SLC43A3,-0.229383982
SLC44A1,-0.343775136
SLC44A2,0.337343464
SLC44A3,0.46810311
SLC44A5,-0.248401979
SLC45A1,-0.021069862
SLC45A2,-0.261038227
SLC45A3,-0.073909906
SLC45A4,0.140911757
SLC46A1,-0.20496363
SLC46A2,-0.407824019
SLC46A3,0.031489139
SLC47A1,-0.273625215
SLC48A1,0.190308583
SLC49A3,-0.241614509
SLC49A4,0.087377032
SLC4A1,-0.035337519
SLC4A10,0.08375361
SLC4A11,0.095364216
SLC4A1AP,0.003205565
SLC4A2,0.032642471
SLC4A3,0.156444494
SLC4A4,-0.32845835
SLC4A5,-0.084485967
SLC4A7,-0.404393694
SLC4A8,-0.418677379
SLC50A1,0.204048125
SLC51A,-0.355762129
SLC52A2,0.190730429
SLC5A10,0.162361702
SLC5A11,0.065824666
SLC5A2,0.407304275
SLC5A3,-0.503760783
SLC5A5,-0.238499318
SLC5A6,-0.171890799
SLC5A9,0.427576105
SLC66A1,0.319384803
SLC66A2,0.136858972
SLC66A3,-0.427030432
SLC6A12,-0.02688308
SLC6A13,0.258112967
SLC6A16,0.347797898
SLC6A4,-0.214400739
SLC6A6,0.145660298
SLC6A8,-0.099763361
SLC6A9,-0.107567798
SLC7A1,-0.327603703
SLC7A10,-0.35263954
SLC7A11,-0.06542364
SLC7A5,0.262335753
SLC7A6,-0.217493452
SLC7A6OS,0.152278939
SLC7A7,-0.300372562
SLC7A8,0.082684841
SLC7A9,0.108117036
SLC8A1,-0.093414526
SLC8A3,-0.057522679
SLC8B1,0.223773455
SLC9A1,0.493945952
SLC9A3,-0.259873702
SLC9A5,-0.142442896
SLC9A6,-0.170781927
SLC9A7,0.217498579
SLC9A8,-0.015717846
SLC9A9,-0.243292706
SLC9B1,-0.111722931
SLC9B2,-0.288904005
SLCO3A1,0.095139184
SLCO4A1,-0.153523933
SLCO4C1,-0.014073426
SLCO5A1,-0.189126433
SLF1,-0.275939466
SLF2,-0.233664672
SLFN11,-0.581892869
SLFN12,-0.449484243
SLFN12L,0.090751749
SLFN13,-0.4690362
SLFN14,-0.041423009
SLFN5,-0.136778807
SLFNL1,-0.291461784
SLIRP,0.345416618
SLIT1,0.141975597
SLITRK4,-0.524783777
SLK,-0.172878721
SLMAP,-0.065235668
SLPI,0.119758595
SLTM,0.052924743
SLU7,0.372144244
SLX1A,0.020339847
SLX1B,0.15987053
SLX4,-0.503503049
SLX4IP,-0.394606735
SMAD1,-0.120859168
SMAD2,-0.000631391
SMAD3,-0.216649325
SMAD4,-0.175640146
SMAD5,-0.579550961
SMAD6,-0.035760856
SMAD7,-0.312768811
SMAGP,0.075603875
SMAP1,-0.106687492
SMAP2,0.557132095
SMARCA1,-0.117679338
SMARCA2,0.082514522
SMARCA4,0.024081642
SMARCA5,-0.158766273
SMARCAD1,-0.326820696
SMARCAL1,-0.251477541
SMARCB1,0.431143106
SMARCC1,-0.187754175
SMARCC2,-0.29992684
SMARCD1,-0.129945897
SMARCD2,0.011011415
SMARCD3,-0.308549755
SMARCE1,-0.060100643
SMC1A,-0.113413783
SMC2,-0.214704729
SMC3,-0.156029664
SMC4,-0.176257067
SMC5,-0.286988181
SMC6,-0.397633444
SMCHD1,-0.002116124
SMCO4,-0.027429644
SMCR8,-0.244750002
SMDT1,0.406762158
SMG1,-0.368575656
SMG5,0.125914033
SMG6,0.179073638
SMG7,-0.225552606
SMG8,-0.659622132
SMG9,-0.223152651
SMIM1,0.302810471
SMIM10,0.359214739
SMIM10L1,0.278796713
SMIM10L2A,0.221840916
SMIM11B,-0.252267906
SMIM12,0.354770627
SMIM13,-0.378973141
SMIM14,-0.16946067
SMIM15,-0.187810375
SMIM17,-0.099200217
SMIM19,0.341145847
SMIM20,0.554571465
SMIM24,0.321279713
SMIM26,0.22398172
SMIM27,0.347334383
SMIM29,0.382580289
SMIM3,-0.063749922
SMIM30,-0.154112246
SMIM33,0.142011137
SMIM34B,-0.367408934
SMIM35,-0.274578573
SMIM38,0.304955376
SMIM5,0.175589931
SMIM6,0.289563993
SMIM7,0.15027778
SMIM8,0.301388685
SMKR1,0.149291538
SMN1,-0.288893109
SMN2,0.032119451
SMNDC1,-0.186550296
SMO,-0.399379404
SMOC1,-0.00824585
SMOX,0.390844325
SMPD1,0.467364672
SMPD2,0.433110076
SMPD3,-0.004689314
SMPD4,0.007763548
SMPDL3A,-0.54876855
SMPDL3B,-0.188972411
SMS,0.274972372
SMTN,-0.056347466
SMU1,0.520225145
SMUG1,0.204276262
SMURF1,-0.099617093
SMURF2,-0.070169802
SMYD2,0.203217709
SMYD3,0.319653475
SMYD4,0.105522126
SMYD5,-0.19764245
SNAI1,-0.24586989
SNAI3,0.020912851
SNAP23,0.117478317
SNAP29,0.077972474
SNAP47,0.503893797
SNAPC1,-0.067983638
SNAPC2,0.163149768
SNAPC3,-0.414873386
SNAPC4,0.046270096
SNAPC5,0.58893851
SNAPIN,-0.084425138
SNCA,0.017639599
SNCAIP,-0.14116389
SNCG,0.185027907
SND1,-0.050478254
SNED1,-0.254560911
SNF8,0.397261467
SNIP1,-0.240804843
SNN,0.021925693
SNORC,0.179255073
SNPH,0.297960516
SNRK,-0.006417295
SNRNP200,0.056115511
SNRNP25,0.504108955
SNRNP27,-0.088772551
SNRNP35,0.182092346
SNRNP40,0.147816403
SNRNP48,-0.103287908
SNRNP70,0.07164865
SNRPA,0.116332589
SNRPA1,0.246192901
SNRPB,0.363537206
SNRPB2,-0.447006925
SNRPC,0.320074032
SNRPD1,0.138056036
SNRPD2,0.49612828
SNRPD3,0.232845943
SNRPE,0.248327948
SNRPF,0.490601903
SNRPG,0.1527229
SNRPN,0.624726057
SNTA1,0.223962998
SNTB1,-0.25937333
SNTB2,-0.421672746
SNTG2,0.004833019
SNU13,0.324270981
SNUPN,0.206602184
SNURF,-0.31546216
SNW1,0.308417292
SNX1,-0.217934719
SNX10,-0.025780669
SNX11,0.026980565
SNX12,-0.083961811
SNX13,-0.044815339
SNX14,0.14060074
SNX15,-0.174382642
SNX16,-0.356675942
SNX17,0.088072215
SNX18,-0.290155193
SNX19,-0.407537801
SNX2,-0.156950932
SNX20,0.133700936
SNX21,-0.342075969
SNX22,-0.054367594
SNX24,-0.114353295
SNX25,-0.254258286
SNX27,-0.106408081
SNX29,-0.260596692
SNX3,0.052399948
SNX30,-0.302510551
SNX32,-0.052190302
SNX33,-0.321472025
SNX4,-0.081996745
SNX5,-0.161520922
SNX6,0.114501624
SNX7,0.088866346
SNX8,0.168533995
SNX9,-0.015950926
SOAT1,-0.273336428
SOAT2,0.339476016
SOBP,0.144714104
SOCS1,0.085602703
SOCS2,-0.198025548
SOCS3,-0.380609717
SOCS4,-0.366254168
SOCS5,0.066436519
SOCS6,-0.480111658
SOCS7,-0.428441117
SOD1,0.756753074
SOD2,0.278510733
SON,0.093698989
SORBS1,0.231931083
SORBS2,-0.044721526
SORBS3,0.199563324
SORCS2,-0.23097694
SORCS3,-0.058674733
SORD,-0.100445243
SORL1,-0.001968385
SORT1,-0.254014902
SOS1,-0.349733489
SOS2,-0.037891791
SOWAHC,-0.270466195
SOWAHD,-0.03780631
SOX12,0.29210707
SOX13,-0.273549592
SOX15,-0.172564858
SOX4,-0.487708179
SOX5,-0.268477747
SOX6,-0.002444297
SOX7,-0.019483291
SOX8,0.350790368
SP1,-0.334940185
SP100,0.119857952
SP110,0.22473851
SP140,-0.061144598
SP140L,-0.32073168
SP2,-0.509503327
SP3,-0.180747968
SP4,-0.349560375
SPA17,-0.188187892
SPACA6,0.32541556
SPACA9,0.339728043
SPAG1,0.213862084
SPAG16,0.054356465
SPAG17,-0.310968195
SPAG4,0.765507712
SPAG5,-0.455376064
SPAG6,0.424241479
SPAG7,0.346599401
SPAG8,0.066415551
SPAG9,0.059411159
SPARC,0.062977398
SPART,0.080359628
SPAST,0.098419632
SPATA1,-0.041146674
SPATA13,-0.272493802
SPATA2,0.515898942
SPATA20,-0.13467755
SPATA21,0.011710895
SPATA22,0.144718881
SPATA24,0.161871604
SPATA25,0.193483724
SPATA2L,0.498558627
SPATA32,0.458647939
SPATA33,0.106220609
SPATA45,0.230777723
SPATA6,0.026016878
SPATA6L,-0.235477275
SPATA7,-0.185350313
SPATA9,-0.080460605
SPATC1,-0.436555034
SPATC1L,0.093801102
SPATS2,-0.220232788
SPATS2L,-0.163612767
SPC24,-0.02010162
SPC25,-0.348949641
SPCS1,0.482359133
SPCS2,0.040829041
SPCS3,-0.313572913
SPDL1,-0.20184265
SPDYA,0.213775916
SPDYC,-0.076228807
SPDYE1,-0.011678065
SPDYE16,0.009822175
SPDYE17,-0.298662389
SPDYE18,-0.052379711
SPDYE2,-0.174173491
SPDYE3,0.105427493
SPDYE4,0.127479843
SPECC1,-0.320449705
SPECC1L,-0.12410021
SPEF2,-0.162182387
SPEG,0.046924995
SPEN,-0.061148387
SPESP1,0.092069363
SPG11,-0.311447939
SPG21,0.436449811
SPG7,0.304560571
SPHK1,0.178538604
SPHK2,0.108094791
SPI1,0.282908649
SPIB,-0.007554625
SPICE1,0.030469568
SPIDR,-0.42503161
SPIN1,-0.133899736
SPIN2A,0.264410402
SPIN2B,0.164175126
SPIN3,-0.174508421
SPIN4,-0.588555718
SPINDOC,0.062699471
SPINK2,0.083235735
SPINK8,0.286219428
SPINT1,0.09691825
SPINT2,0.158310952
SPIRE1,-0.434084809
SPIRE2,-0.082738297
SPN,-0.339458893
SPNS1,0.130271726
SPNS2,-0.066985572
SPNS3,0.205467294
SPOCD1,0.222899043
SPOCK1,-0.479406298
SPOCK2,0.311138064
SPOCK3,-0.467342322
SPON1,-0.152497248
SPON2,-0.152613932
SPOP,-0.121282276
SPOPL,-0.081861927
SPOUT1,0.153693074
SPP1,0.652542858
SPPL2A,-0.048039645
SPPL2B,-0.165523204
SPPL3,-0.152905552
SPR,-0.191814072
SPRED1,-0.316383905
SPRED2,-0.123542792
SPRED3,-0.364243455
SPRN,-0.183363476
SPRTN,0.034798935
SPRY1,-0.251103085
SPRY2,-0.257489709
SPRY3,-0.333396903
SPRYD3,0.100768757
SPRYD4,-0.531102472
SPRYD7,-0.108193176
SPSB1,-0.111542423
SPSB2,0.185924056
SPSB3,0.257779487
SPTA1,0.071468368
SPTAN1,0.277459979
SPTB,0.194500825
SPTBN1,-0.117059469
SPTBN2,-0.254822198
SPTBN4,-0.236197922
SPTBN5,-0.275715349
SPTLC1,-0.049260284
SPTLC2,0.066150925
SPTLC3,-0.179247854
SPTSSA,-0.092789294
SPTSSB,-0.021286793
SPTY2D1,-0.043976017
SPX,0.278791442
SQLE,-0.178117382
SQOR,0.322355175
SQSTM1,0.248934276
SRA1,0.460649197
SRBD1,-0.083879534
SRC,-0.230250375
SRCAP,-0.313572244
SRCIN1,-0.199403168
SRD5A1,-0.214757004
SRD5A3,-0.330576608
SREBF1,0.123407048
SREBF2,-0.235906882
SREK1,-0.381790284
SREK1IP1,0.480370001
SRF,0.230509546
SRFBP1,-0.165329769
SRGAP1,-0.061619493
SRGAP2,-0.350091256
SRGAP2B,-0.316959377
SRGAP2C,-0.42515818
SRGAP3,-0.015122196
SRGN,0.218031314
SRI,0.279621245
SRM,0.392786193
SRP14,0.502314364
SRP19,0.496505384
SRP54,-0.06280339
SRP68,0.032524876
SRP72,-0.019713169
SRP9,-0.411652806
SRPK1,-0.093329859
SRPK2,-0.014798161
SRPRA,-0.31329815
SRPRB,-0.125407431
SRPX,0.477048975
SRR,-0.032595409
SRRD,-0.032066028
SRRM1,-0.213778621
SRRM2,0.013585154
SRRM5,-0.033843574
SRRT,0.204761422
SRSF1,-0.248302486
SRSF10,-0.136435518
SRSF11,-0.535476159
SRSF2,-0.085587104
SRSF3,-0.50394424
SRSF4,-0.047147175
SRSF5,0.787556517
SRSF6,-0.277728031
SRSF7,-0.31292143
SRSF8,0.294696056
SRSF9,0.172397491
SRXN1,-0.023348024
SS18,-0.329664028
SS18L1,-0.437972324
SS18L2,0.501428776
SSB,0.138076458
SSBP1,0.36649384
SSBP2,-0.060587692
SSBP3,-0.015429112
SSBP4,0.07947721
SSC4D,0.214179375
SSH1,-0.137731331
SSH2,0.235461448
SSH3,0.236247345
SSNA1,0.294919357
SSPN,-0.239126971
SSR1,0.029338772
SSR2,0.759729275
SSR3,-0.144077442
SSR4,0.319675193
SSRP1,0.459064478
SSTR3,0.608673331
SSU72,0.61489848
SSX2IP,-0.14389546
ST13,0.115401142
ST14,-0.150002703
ST3GAL1,-0.272352356
ST3GAL2,-0.119975619
ST3GAL3,0.282318323
ST3GAL4,-0.048069231
ST3GAL5,-0.406667372
ST3GAL6,-0.260822517
ST6GAL1,0.009116557
ST6GALNAC1,-0.271134334
ST6GALNAC2,0.254308875
ST6GALNAC3,0.00707237
ST6GALNAC4,0.032084152
ST6GALNAC6,-0.168529542
ST7,0.008524882
ST7L,0.14825787
ST8SIA1,-0.006967181
ST8SIA4,-0.02628658
ST8SIA5,0.544009318
ST8SIA6,-0.122721093
STAB1,-0.162819066
STAC,-0.259413464
STAC3,-0.049230183
STAG1,-0.08628203
STAG2,-0.057303757
STAG3,0.625322482
STAM,-0.256609203
STAM2,-0.191488427
STAMBP,-0.156215938
STAMBPL1,-0.28527127
STAP1,-0.125667791
STAP2,0.336971317
STARD10,0.363949078
STARD13,-0.248195114
STARD3,0.129104204
STARD3NL,-0.187800282
STARD4,-0.464013353
STARD5,0.32030279
STARD7,-0.329554517
STARD8,-0.401540552
STARD9,-0.397720664
STAT1,0.048160512
STAT2,-0.281120864
STAT3,-0.030285117
STAT4,-0.17844862
STAT5A,0.125152982
STAT5B,0.046815867
STAT6,-0.073641186
STAU1,-0.213970258
STAU2,0.109050545
STBD1,-0.182411093
STEAP1B,-0.161899095
STEAP3,-0.049412975
STEAP4,-0.089875795
STIL,-0.303004017
STIM1,-0.11372832
STIM2,0.306523337
STIMATE,-0.082063789
STING1,-0.080634775
STIP1,0.228203587
STK10,0.376112294
STK11,0.294204183
STK11IP,-0.020847697
STK16,0.396585737
STK17A,0.246163919
STK17B,0.245789331
STK19,0.305677575
STK24,0.090790341
STK25,-0.207380881
STK26,-0.098660447
STK3,-0.053603925
STK31,0.228920032
STK32B,-0.3809042
STK32C,0.310818979
STK33,0.186620748
STK35,-0.29834687
STK36,-0.417002797
STK38,-0.146410753
STK38L,-0.272091711
STK39,-0.302099803
STK4,-0.044433309
STK40,0.248461934
STKLD1,0.044715831
STMN1,0.34243988
STMN3,0.252513534
STMN4,-0.061617996
STMP1,0.122842841
STN1,0.50907533
STOM,-0.211879561
STOML1,0.231612595
STOML2,0.389894307
STON1,-0.208925445
STON2,-0.142421137
STOX1,-0.167871835
STPG1,-0.33468491
STPG2,0.393542062
STPG4,-0.170504503
STRADA,-0.293315507
STRADB,-0.052460461
STRAP,0.570991991
STRBP,-0.057910428
STRC,-0.193670129
STRIP1,-0.290940069
STRIP2,-0.602819412
STRN,-0.049164836
STRN3,-0.054974251
STRN4,0.049700378
STS,-0.109049841
STT3A,-0.089620799
STT3B,-0.271872297
STUB1,0.257822301
STX10,0.385633032
STX11,0.003431199
STX12,-0.545975418
STX16,-0.320286523
STX17,-0.288584986
STX18,-0.244584771
STX19,0.327785867
STX1A,0.016259684
STX1B,-0.172514213
STX2,-0.291468499
STX3,0.327465823
STX4,0.372095577
STX5,0.298502608
STX6,0.211635789
STX7,-0.117961124
STX8,0.188058799
STXBP1,0.110911894
STXBP2,0.232498676
STXBP3,-0.053165283
STXBP4,-0.152727748
STXBP5,0.179220423
STXBP6,0.033712929
STYK1,-0.152999036
STYX,-0.276105739
STYXL1,0.520172923
SUB1,0.204074117
SUCLA2,-0.039339972
SUCLG1,0.528218768
SUCLG2,0.127746979
SUCNR1,-0.147644128
SUCO,-0.352702138
SUDS3,-0.373596635
SUFU,-0.440408935
SUGCT,0.207056593
SUGP1,0.38050544
SUGP2,-0.072985187
SUGT1,0.298248339
SULF2,0.226345188
SULT1A1,0.077504422
SULT1A2,0.570497904
SULT1A3,0.073891615
SULT1A4,-0.17562892
SULT1B1,-0.075877956
SULT1C4,0.115996842
SUMF1,0.006167518
SUMF2,0.161240261
SUMO1,0.390992875
SUMO2,0.06380643
SUMO3,0.179871233
SUMO4,-0.070001532
SUN1,-0.316695035
SUN2,-0.05200539
SUN3,0.029735888
SUOX,-0.323436698
SUPT16H,0.231800049
SUPT20H,-0.0014775
SUPT3H,0.696706597
SUPT4H1,0.503615233
SUPT5H,0.188228138
SUPT6H,-0.189210583
SUPT7L,-0.190810075
SUPV3L1,0.124843394
SURF1,0.423088142
SURF2,0.427759444
SURF4,0.288774422
SURF6,0.049145218
SUSD1,0.108182347
SUSD2,0.360183833
SUSD3,0.69812124
SUSD4,0.17661236
SUSD6,-0.10473451
SUV39H1,0.383727256
SUV39H2,-0.26775138
SUZ12,-0.110485779
SV2A,-0.098709573
SVBP,0.516327695
SVIL,-0.009568634
SVIP,0.377759953
SVOPL,0.227697998
SWAP70,-0.2562971
SWI5,0.574313722
SWSAP1,0.166003386
SWT1,-0.313038382
SYAP1,0.208401449
SYBU,-0.000246676
SYCE1,0.277720554
SYCE1L,0.316936177
SYCE2,0.064185195
SYCE3,0.434510541
SYCP2,-0.245710842
SYCP2L,-0.057567582
SYCP3,-0.142127547
SYDE1,-0.29226833
SYDE2,0.10093774
SYF2,0.574616179
SYK,0.000787948
SYMPK,0.079859885
SYN1,-0.342374998
SYN2,0.148838943
SYN3,-0.07116127
SYNC,-0.226543493
SYNCRIP,-0.086956597
SYNE1,-0.373182515
SYNE2,-0.00597441
SYNE3,-0.344995242
SYNE4,-0.378491788
SYNGAP1,-0.309243692
SYNGR1,0.044258663
SYNGR2,-0.080283109
SYNGR3,-0.014276207
SYNJ1,-0.352299404
SYNJ2,0.154298989
SYNJ2BP,-0.28137371
SYNM,-0.019895342
SYNPO,-0.225070567
SYNPO2,-0.074951577
SYNRG,-0.318574154
SYP,0.424849242
SYPL1,-0.051269491
SYS1,0.182898183
SYT1,-0.274248832
SYT11,-0.474410673
SYT15,-0.29113049
SYT17,-0.129470118
SYTL1,0.155667954
SYTL2,-0.46933798
SYTL3,-0.142547035
SYTL4,0.241556768
SYVN1,-0.317471662
SZRD1,-0.044339767
SZT2,-0.136100904
TAB1,-0.084709701
TAB2,-0.055533231
TAB3,-0.187050142
TAC3,-0.400350432
TACC1,-0.314976845
TACC3,0.571723266
TACO1,0.188905759
TACR2,0.088398111
TACSTD2,0.06086491
TADA1,-0.270526959
TADA2A,-0.203049128
TADA2B,0.094352737
TADA3,0.415550638
TAF1,-0.337486593
TAF10,0.455018396
TAF11,0.106649719
TAF11L2,0.136185048
TAF12,0.492617893
TAF13,0.601872943
TAF15,0.245259877
TAF1A,-0.539689901
TAF1B,-0.274009435
TAF1C,-0.205750395
TAF1D,0.20673948
TAF2,-0.396412701
TAF3,-0.159963392
TAF4,-0.135120328
TAF4B,-0.207965669
TAF5,-0.264309061
TAF5L,-0.294325183
TAF6,0.223551674
TAF6L,0.309056569
