gene	cv_FXS_zscore
SLC7A14	0.172413464
SLC7A2	0.032021425
SLC7A3	-0.822739405
SLC7A4	-0.726369843
SLC7A5	1.022534754
SLC7A6	0.83172769
SLC7A6OS	0.534650312
SLC7A7	0.722437063
SLC7A8	-0.311019876
SLC7A9	-0.708381324
SLC8A1	0.025593
SLC8A2	0.67812753
SLC8A3	0.054038517
SLC8B1	-1.065444422
SLC9A1	-0.028274576
SLC9A2	-0.78981664
SLC9A3	0.639098107
SLC9A4	-0.763861165
SLC9A5	-0.225226658
SLC9A6	-0.025738094
SLC9A7	1.09806413
SLC9A8	0.187816115
SLC9A9	-0.54160797
SLC9B1	-0.368421681
SLC9B2	0.567082742
SLC9C1	-1.986685552
SLC9C2	-0.75234759
SLCO1A2	-1.093424486
SLCO1B1	-1.82706711
SLCO1B3	-0.544968147
SLCO1C1	-0.469055535
SLCO2A1	0.871712836
SLCO2B1	-0.858932722
SLCO3A1	0.539976429
SLCO4A1	0.870292131
SLCO4C1	-0.896576485
SLCO5A1	-0.606370267
SLCO6A1	-1.073549464
SLF1	0.62412316
SLF2	0.87074402
SLFN11	-0.271373702
SLFN12	-1.0781526
SLFN12L	-2.100680047
SLFN13	-0.605259972
SLFN14	-0.30533501
SLFN5	-0.790602188
SLFNL1	-2.091865342
SLIRP	1.491795581
SLIT1	-1.719943637
SLIT2	1.703799064
SLIT3	0.116833893
SLITRK1	1.025760551
SLITRK2	0.318607715
SLITRK3	-0.067505089
SLITRK4	0.428376932
SLITRK5	1.126071421
SLITRK6	-0.409553064
SLK	-0.281016307
SLMAP	0.361457703
SLN	-0.124741189
SLPI	-0.215156657
SLTM	0.564271849
SLU7	0.178645092
SLURP1	-0.435960954
SLURP2	0.157815959
SLX1A	1.373099402
SLX1B	0.604007545
SLX4	-0.733694989
SLX4IP	0.610190097
SLX9	1.054447634
SMAD1	0.070536746
SMAD2	-0.345186776
SMAD3	0.580665257
SMAD4	0.513082667
SMAD5	-0.076338432
SMAD6	0.815089587
SMAD7	1.098167624
SMAD9	1.176726444
SMAGP	0.792576102
SMAP1	0.793229671
SMAP2	0.327545971
SMARCA1	-0.243490474
SMARCA2	1.02180004
SMARCA4	1.161359656
SMARCA5	0.551107069
SMARCAD1	0.508882515
SMARCAL1	0.468387408
SMARCB1	-0.374819736
SMARCC1	0.84368615
SMARCC2	0.975173358
SMARCD1	-0.627466386
SMARCD2	2.812039787
SMARCD3	0.34748486
SMARCE1	-0.289761404
SMC1A	-0.596496029
SMC1B	-0.70883946
SMC2	1.121193602
SMC3	1.780777908
SMC4	0.663255807
SMC5	0.723504518
SMC6	0.000169027
SMCHD1	0.396129491
SMCO1	-1.527296001
SMCO2	-1.183389216
SMCO3	0.317427103
SMCO4	1.074488489
SMCP	-1.310971936
SMCR8	1.025789832
SMDT1	1.04321527
SMG1	-1.694284479
SMG5	1.003571689
SMG6	2.969356889
SMG7	1.290054435
SMG8	1.274074906
SMG9	-1.333864043
SMIM1	-0.203220925
SMIM10	0.812082325
SMIM10L1	-1.211663652
SMIM10L2A	-1.124280421
SMIM10L2B	-0.839142142
SMIM11	1.486818892
SMIM12	-0.217963117
SMIM13	-0.452247744
SMIM14	0.216419178
SMIM15	-0.762429197
SMIM17	-1.467140529
SMIM18	0.471598736
SMIM19	0.164244949
SMIM2	-0.370675262
SMIM20	1.282300258
SMIM21	-0.855145378
SMIM22	1.192415667
SMIM23	-1.508695792
SMIM24	0.225911443
SMIM26	0.661192914
SMIM27	0.585997041
SMIM28	-0.133141701
SMIM29	-1.505902085
SMIM3	-0.201886306
SMIM30	0.282956508
SMIM31	-0.781139062
SMIM32	0.237255952
SMIM33	1.103490376
SMIM34	-0.411455194
SMIM35	-0.080846927
SMIM36	0.465724862
SMIM38	-1.122297012
SMIM39	-0.711568229
SMIM40	0.168855156
SMIM41	-0.189193132
SMIM42	-1.07467336
SMIM43	-0.847702396
SMIM44	0.066709961
SMIM45	0.777109491
SMIM46	-1.227500048
SMIM47	-0.794868371
SMIM5	1.769182243
SMIM6	1.038419208
SMIM7	-0.009722098
SMIM8	-1.600366671
SMIM9	-0.993313231
SMKR1	-0.889196952
SMLR1	0.434531474
SMN1	-0.451373266
SMN2	0.745850637
SMNDC1	0.434942804
SMO	-0.706938462
SMOC1	-1.186435206
SMOC2	-0.697028777
SMOX	0.812478109
SMPD1	-0.065532639
SMPD2	0.163926602
SMPD3	0.209409606
SMPD4	1.174994716
SMPDL3A	-0.490613943
SMPDL3B	-0.543927796
SMPX	-1.598359709
SMR3A	0.393845747
SMR3B	-0.222895412
SMS	-1.039596377
SMTN	-1.103573694
SMTNL1	1.114068889
SMTNL2	0.708884411
SMU1	1.483567863
SMUG1	-0.720832601
SMURF1	-1.485609565
SMURF2	0.16490895
SMYD1	-0.475506183
SMYD2	0.607117925
SMYD3	-1.915627035
SMYD4	-0.406261425
SMYD5	0.483473185
SNAI1	1.07756306
SNAI2	-1.039368532
SNAI3	0.141861586
SNAP23	1.134620383
SNAP25	0.733638594
SNAP29	1.563165047
SNAP47	-1.520058097
SNAP91	-1.248010816
SNAPC1	0.497124365
SNAPC2	-1.2057705
SNAPC3	0.367456453
SNAPC4	1.892784789
SNAPC5	-0.408520731
SNAPIN	1.613874535
SNCA	0.621868399
SNCAIP	-0.65465795
SNCB	-0.771911083
SNCG	0.155591075
SND1	0.13492824
SNED1	-1.221789669
SNF8	-0.815629308
SNIP1	-0.826244193
SNN	0.942674162
SNORC	1.208979327
SNPH	-0.021482271
SNRK	-0.295686694
SNRNP200	1.45512767
SNRNP25	1.67508952
SNRNP27	-0.047291776
SNRNP35	1.161653603
SNRNP40	-1.279713579
SNRNP48	0.974235333
SNRNP70	-0.431044221
SNRPA	1.056220858
SNRPA1	0.944749946
SNRPB	0.470462686
SNRPB2	0.90310912
SNRPC	0.011298463
SNRPD1	-0.065718
SNRPD2	2.398676485
SNRPD3	-0.76899235
SNRPE	1.277842783
SNRPF	-0.314622549
SNRPG	0.146757485
SNRPN	-0.971500486
SNTA1	-0.881934296
SNTB1	0.840886225
SNTB2	0.133089768
SNTG1	-0.454399991
SNTG2	0.549478403
SNTN	-0.728473696
SNU13	-0.214157156
SNUPN	0.651454562
SNURF	-0.971500486
SNW1	-0.381738613
SNX1	0.254112319
SNX10	0.232021783
SNX11	-0.941472867
SNX12	1.216327381
SNX13	0.747902897
SNX14	0.250734116
SNX15	-0.081255383
SNX16	-1.016350891
SNX17	1.0197923
SNX18	0.934288191
SNX19	0.634400227
SNX2	-1.295242793
SNX20	-0.667511212
SNX21	-0.080896872
SNX22	1.339374975
SNX24	0.809929822
SNX25	0.500274749
SNX27	1.169480519
SNX29	-1.370077163
SNX3	-0.36077381
SNX30	0.984494828
SNX31	-0.653084197
SNX32	-0.435986944
SNX33	1.33695675
SNX4	0.199149188
SNX5	1.455284102
SNX6	0.37774019
SNX7	0.70280807
SNX8	0.13113564
SNX9	-0.128372316
SOAT1	0.848313362
SOAT2	0.068881032
SOBP	0.830427545
SOCS1	1.450452178
SOCS2	0.262299268
SOCS3	0.378813622
SOCS4	0.246027401
SOCS5	0.091663209
SOCS6	0.90949838
SOCS7	-1.29132083
SOD1	0.885953269
SOD2	-1.128998008
SOD3	0.005789068
SOHLH1	0.162076363
SOHLH2	0.10260181
SON	-0.355833572
SORBS1	0.326733143
SORBS2	-0.287629999
SORBS3	-0.347694538
SORCS1	0.642694928
SORCS2	-1.516901729
SORCS3	0.357057807
SORD	-0.6112084
SORL1	0.261459659
SORT1	-0.111662382
SOS1	0.459088373
SOS2	0.41765489
SOST	0.479244924
SOSTDC1	-0.040428426
SOWAHA	0.583586618
SOWAHB	-0.650720864
SOWAHC	-0.258474829
SOWAHD	-1.748658527
SOX1	-1.056031638
SOX10	1.195708166
SOX11	-0.974690894
SOX12	-0.00759194
SOX13	-0.355593223
SOX14	-2.118436949
SOX15	0.805344559
SOX17	-1.663079127
SOX18	-0.171280808
SOX2	0.70306845
SOX21	-1.338698696
SOX3	-0.825710573
SOX30	-1.620528405
SOX4	-0.015306414
SOX5	-0.120683759
SOX6	-0.576209658
SOX7	0.217642361
SOX8	2.605105408
SOX9	0.312401512
SP1	0.913002467
SP100	0.897784297
SP110	-0.402534182
SP140	-1.609187794
SP140L	-0.074424296
SP2	-0.016408967
SP3	0.318690618
SP4	0.491908656
SP5	-0.172912377
SP6	-1.124666225
SP7	1.580100253
SP8	-2.156243785
SP9	-1.147946441
SPA17	-0.967085288
SPAAR	-0.884582405
SPACA1	-0.76523555
SPACA3	-1.080963065
SPACA4	2.094366632
SPACA5	-1.845694986
SPACA5B	-0.424618209
SPACA6	-1.131295125
SPACA7	-1.553342096
SPACA9	-0.10342218
SPACDR	0.511752138
SPADH	-1.147315359
SPAG1	-0.404224949
SPAG11A	0.280301761
SPAG11B	0.645640483
SPAG16	-0.39961824
SPAG17	0.878903602
SPAG4	0.465373138
SPAG5	0.987750339
SPAG6	-0.315836602
SPAG7	2.709529065
SPAG8	-0.027465603
SPAG9	0.988276767
SPAM1	-1.75942736
SPANXA1	-1.832875772
SPANXA2	-1.275537027
SPANXB1	-1.008172321
SPANXC	-1.674288155
SPANXD	-1.529464875
SPANXN1	-1.21967582
SPANXN2	-1.048434088
SPANXN3	-0.811972537
SPANXN4	-0.97260555
SPANXN5	-0.792426298
SPARC	1.181817458
SPARCL1	0.227088598
SPART	-0.136591761
SPAST	0.46215142
SPATA1	-1.039157323
SPATA12	-0.773001241
SPATA13	0.186070517
SPATA16	-1.559923766
SPATA17	-1.349809442
SPATA18	0.2942786
SPATA19	-1.760868631
SPATA2	1.403227729
SPATA20	-0.433164727
SPATA21	-0.501933972
SPATA22	-0.681690043
SPATA24	0.300310974
SPATA25	-0.526703717
SPATA2L	1.008966937
SPATA3	-1.277291517
SPATA31A1	-1.545734663
SPATA31A3	-0.650374121
SPATA31A5	-0.215355056
SPATA31A6	-0.388937615
SPATA31A7	-0.182873231
SPATA31C1	0.144806782
SPATA31C2	-0.558815365
SPATA31D1	-1.307245092
SPATA31D3	-1.552000248
SPATA31D4	-1.270846933
SPATA31E1	-1.54468694
SPATA31F1	-1.208650803
SPATA31F3	0.434316838
SPATA31G1	0.374693924
SPATA31H1	-1.400407245
SPATA32	2.426387695
SPATA33	-0.90115805
SPATA4	-0.000804163
SPATA45	1.042642744
SPATA46	1.283636443
SPATA6	-1.468218851
SPATA6L	-0.855958934
SPATA7	0.277306295
SPATA9	0.847633089
SPATC1	0.648415394
SPATC1L	0.466421266
SPATS1	0.420921453
SPATS2	0.240460953
SPATS2L	1.244197179
SPC24	-1.152785533
SPC25	-1.609739309
SPCS1	-0.543929582
SPCS2	0.833107515
SPCS3	0.826091226
SPDEF	1.211658369
SPDL1	0.935038195
SPDYA	-0.639427668
SPDYC	0.149754914
SPDYE1	1.056222845
SPDYE10	-0.314522969
SPDYE11	0.559799972
SPDYE12	0.836882512
SPDYE13	0.396069386
SPDYE14	1.118959809
SPDYE15	1.634417352
SPDYE16	-0.225753648
SPDYE17	-0.262893493
SPDYE18	-0.347197944
SPDYE2	0.446492666
SPDYE21	1.355657477
SPDYE2B	-0.086775633
SPDYE3	-0.25985942
SPDYE4	-0.328921642
SPDYE5	-0.478297005
SPDYE6	-0.412436091
SPDYE8	1.634711622
SPDYE9	-0.638496465
SPECC1	0.84929307
SPECC1L	0.525156619
SPEF1	0.620695869
SPEF2	-0.323707679
SPEG	-0.410356784
SPEGNB	0.731028071
SPEM1	1.581731712
SPEM2	1.705142756
SPEM3	1.253558705
SPEN	-0.113136037
SPESP1	-0.487886732
SPG11	-0.706096637
SPG21	1.038442559
SPG7	-0.949443497
SPHK1	-0.493475779
SPHK2	2.059335634
SPHKAP	-0.233344552
SPI1	-0.788815678
SPIB	-0.71308678
SPIC	0.133738822
SPICE1	0.57609798
SPIDR	-0.018490835
SPIN1	0.770248155
SPIN2A	-0.751562379
SPIN2B	-1.057030688
SPIN3	-1.319513979
SPIN4	-0.756927952
SPINDOC	-1.146296483
SPINK1	0.68666311
SPINK13	-1.510182215
SPINK14	-0.863545648
SPINK2	-0.502246658
SPINK4	-0.01382283
SPINK5	-0.096707644
SPINK6	-0.220198402
SPINK7	-1.007821076
SPINK8	-0.722846605
SPINK9	-0.06422507
SPINT1	-0.619754866
SPINT2	1.298058273
SPINT3	0.220953129
SPINT4	-1.744088823
SPIRE1	-0.502268497
SPIRE2	0.585426891
SPMAP1	0.434129693
SPMAP2	-0.970253113
SPMAP2L	-1.375470506
SPMIP1	1.244919769
SPMIP10	-1.529401094
SPMIP11	-0.813375955
SPMIP2	-1.405841068
SPMIP3	0.130787013
SPMIP4	0.837149331
SPMIP5	-1.117006812
SPMIP6	0.13328729
SPMIP7	0.148715389
SPMIP8	-0.116606046
SPMIP9	-0.82335904
SPN	-0.038583094
SPNS1	-0.136939338
SPNS2	0.206454902
SPNS3	0.031612428
SPO11	-0.576109639
SPOCD1	0.161312918
SPOCK1	-0.618035698
SPOCK2	0.018119407
SPOCK3	0.266735223
SPON1	-0.050678592
SPON2	-0.418491297
SPOP	1.624150616
SPOPL	0.581282346
SPOUT1	0.717061106
SPP1	1.336566138
SPP2	-1.381673072
SPPL2A	-0.096636972
SPPL2B	1.271826437
SPPL2C	-0.428378109
SPPL3	1.295022054
SPR	0.941360716
SPRED1	1.903711335
SPRED2	0.025786435
SPRED3	2.268071932
SPRING1	0.954370156
SPRN	-1.539282239
SPRR1A	-1.303419953
SPRR1B	-2.034196143
SPRR2A	-0.995091579
SPRR2B	-1.433546204
SPRR2D	-1.604045619
SPRR2E	-1.226307328
SPRR2F	-1.251770921
SPRR2G	-1.295203153
SPRR3	-1.694032066
SPRR4	-1.162648384
SPRR5	-0.729217793
SPRTN	0.889512248
SPRY1	0.240279432
SPRY2	-0.0284139
SPRY3	-1.41668804
SPRY4	0.297684209
SPRYD3	-0.985373132
SPRYD4	2.036207456
SPRYD7	-0.042967472
SPSB1	1.74233485
SPSB2	0.070161675
SPSB3	4.731469781
SPSB4	-1.097681855
SPTA1	-0.969592224
SPTAN1	0.360557196
SPTB	-0.000698623
SPTBN1	1.014405681
SPTBN2	-1.942219238
SPTBN4	-0.864835383
SPTBN5	0.817525596
SPTLC1	0.072859286
SPTLC2	-0.605044568
SPTLC3	0.387462923
SPTSSA	-0.661940513
SPTSSB	-0.210641866
SPTY2D1	1.10932128
SPX	-0.81138234
SPZ1	-1.286722328
SQLE	0.349144813
SQOR	0.499517485
SQSTM1	-0.307416338
SRA1	-0.288981168
SRARP	-1.876322605
SRBD1	0.189149334
SRC	0.282037865
SRCAP	2.106194394
SRCIN1	-0.412085598
SRD5A1	0.538040724
SRD5A2	-0.25838495
SRD5A3	0.535459178
SREBF1	0.241222197
SREBF2	0.661736215
SREK1	1.031357508
SREK1IP1	-0.200563319
SRF	0.086308211
SRFBP1	-0.91973628
SRGAP1	0.42812577
SRGAP2	2.200086273
SRGAP2B	-0.631149606
SRGAP2C	1.034607746
SRGAP3	-0.158594821
SRGN	0.245568353
SRI	0.632215976
SRL	0.64943015
SRM	2.157992031
SRMS	0.110057495
SRP14	1.152431158
SRP19	1.172152735
SRP54	0.627222299
SRP68	0.960643125
SRP72	0.14861077
SRP9	-0.252841395
SRPK1	-0.143894481
SRPK2	0.649955265
SRPK3	0.066307122
SRPRA	0.514786944
SRPRB	0.812124871
SRPX	-0.177475129
SRPX2	-0.310579375
SRR	0.597342388
SRRD	0.3795973
SRRM1	1.733671281
SRRM2	-0.61796519
SRRM3	-0.084997812
SRRM4	0.314799671
SRRM5	-0.751601245
SRRT	2.794656275
SRSF1	-0.00677493
SRSF10	-0.453084306
SRSF11	-0.136482195
SRSF12	0.28225089
SRSF2	1.455849535
SRSF3	2.477110489
SRSF4	0.602967948
SRSF5	-0.609389702
SRSF6	0.484053037
SRSF7	0.410061944
SRSF8	-0.173309435
SRSF9	1.893345684
SRXN1	-0.379626996
SRY	-0.459515928
SS18	-1.167840353
SS18L1	1.331966509
SS18L2	0.343837281
SSB	0.401385126
SSBP1	0.668934368
SSBP2	0.55653417
SSBP3	-0.856613356
SSBP4	5.352850933
SSC4D	-1.231201267
SSC5D	0.343355189
SSH1	0.916567134
SSH2	0.92018715
SSH3	0.228384173
SSMEM1	0.014487907
SSNA1	2.367722937
SSPN	0.290378534
SSR1	-0.205475656
SSR2	1.072179576
SSR3	0.498261262
SSR4	1.486591081
SSRP1	0.856123001
SST	-0.536074716
SSTR1	-0.770823878
SSTR2	-0.01587971
SSTR3	2.41180151
SSTR4	-0.663132911
SSTR5	-0.282642413
SSU72	-0.755510506
SSU72L1	-0.657866496
SSU72L2	-0.527353529
SSU72L3	-0.361818234
SSU72L4	-0.781828565
SSU72L5	-0.591453643
SSU72L6	-1.409904623
SSUH2	-1.508316428
SSX1	-1.659965731
SSX2	-0.899528429
SSX2B	-1.085165296
SSX2IP	0.194961699
SSX3	0.661086248
SSX4	-1.611536456
SSX4B	-0.699180673
SSX5	-0.991564865
SSX7	-1.056340707
ST13	-0.417697479
ST14	0.084849323
ST18	-0.15619265
ST3GAL1	0.028364606
ST3GAL2	-0.613688208
ST3GAL3	-0.292139033
ST3GAL4	0.457914031
ST3GAL5	-1.022282821
ST3GAL6	1.194039633
ST6GAL1	0.729594829
ST6GAL2	-0.39573014
ST6GALNAC1	0.697974247
ST6GALNAC2	0.257784048
ST6GALNAC3	1.048973564
ST6GALNAC4	1.652524682
ST6GALNAC5	-0.291138912
ST6GALNAC6	-1.067930353
ST7	-0.169294662
ST7L	0.591875678
ST8SIA1	0.076718006
ST8SIA2	-0.426905618
ST8SIA3	-0.518279059
ST8SIA4	0.358410727
ST8SIA5	-0.622441698
ST8SIA6	-1.05622527
STAB1	-1.218434133
STAB2	-0.695689088
STAC	-0.984327422
STAC2	2.979104322
STAC3	-0.34332971
STAG1	0.297140739
STAG2	0.337064907
STAG3	-0.992838804
STAM	-0.245667688
STAM2	0.520640954
STAMBP	0.121394485
STAMBPL1	0.876056604
STAP1	-0.34125099
STAP2	-1.440134904
STAR	-0.51570343
STARD10	-0.594683419
STARD13	-0.265049355
STARD3	0.749110229
STARD3NL	-0.106274838
STARD4	0.407128601
STARD5	-0.55684368
STARD6	0.437071238
STARD7	0.604088461
STARD8	-0.761857735
STARD9	0.839024032
STAT1	0.579940864
STAT2	-0.355282334
STAT3	-0.321261314
STAT4	0.590944169
STAT5A	0.624151765
STAT5B	-0.717328236
STAT6	0.707272294
STATH	-0.441606316
STAU1	2.149580425
STAU2	0.054058182
STBD1	-0.621770815
STC1	0.156777878
STC2	0.011947241
STEAP1	-0.342251724
STEAP1B	0.095553774
STEAP2	-1.575039372
STEAP3	-0.024645854
STEAP4	0.017924818
STEEP1	0.840241741
STH	0.391221509
STIL	0.39870672
STIM1	0.657223755
STIM2	0.810810771
STIMATE	0.54450917
STING1	1.097157043
STIP1	1.548784229
STK10	-0.065032456
STK11	0.366067681
STK11IP	1.734697322
STK16	0.658411704
STK17A	0.655489755
STK17B	-2.10671882
STK19	-0.297477069
STK24	-0.22457921
STK25	-1.055138123
STK26	-0.141841319
STK3	-1.073910305
STK31	0.388805405
STK32A	-0.658800004
STK32B	-1.729591019
STK32C	-0.913387449
STK33	-1.445847094
STK35	-0.368768348
STK36	-0.065270486
STK38	0.574965284
STK38L	0.147836889
STK39	-0.246349028
STK4	-1.386951918
STK40	2.413826123
STKLD1	0.762970519
STMN1	1.110401557
STMN2	-0.405591858
STMN3	1.004787872
STMN4	0.86490675
STMND1	-0.184491507
STMP1	0.342383132
STN1	0.72367394
STOM	0.540279075
STOML1	1.528906323
STOML2	1.419237573
STOML3	0.283490201
STON1	0.408123405
STON2	0.619198964
STOX1	-0.741912461
STOX2	0.350675826
STPG1	0.360856693
STPG2	-2.05955558
STPG3	2.743852234
STPG4	0.676484571
STRA6	-0.678445155
STRA8	1.017146963
STRADA	1.520904199
STRADB	0.929303432
STRAP	0.820730065
STRBP	0.905179392
STRC	0.658137755
STRIP1	-0.639231783
STRIP2	-0.425016699
STRIT1	-1.383634313
STRN	-0.243671367
STRN3	0.803195847
STRN4	3.712228856
STS	-0.167706207
STT3A	1.168085353
STT3B	-0.501641869
STUB1	1.987367743
STUM	-1.624891101
STX10	2.716209868
STX11	0.564565596
STX12	-1.147883978
STX16	1.708543214
STX17	-0.136518638
STX18	-0.539752863
STX19	1.021823301
STX1A	0.539143009
STX1B	2.329543072
STX2	1.380293638
STX3	-0.112624447
STX4	2.654571053
STX5	0.627909924
STX6	0.563274661
STX7	-0.501935851
STX8	-0.485621338
STXBP1	-0.401983863
STXBP2	2.534051701
STXBP3	1.080772696
STXBP4	-0.169308748
STXBP5	0.982793731
STXBP5L	-0.317181808
STXBP6	0.977480736
STYK1	0.609958733
STYX	0.685627642
STYXL1	-0.542315801
STYXL2	-1.433496915
SUB1	1.179512735
SUCLA2	0.268321208
SUCLG1	0.432582707
SUCLG2	0.473230085
SUCNR1	0.174902047
SUCO	0.92961749
SUDS3	0.173342488
SUFU	-1.233843221
SUGCT	-1.320933253
SUGP1	-0.395518798
SUGP2	1.164443378
SUGT1	1.031667411
SULF1	-0.010773074
SULF2	0.598566778
SULT1A1	-0.594970283
SULT1A2	0.607781393
SULT1A3	-0.956654943
SULT1A4	1.048345211
SULT1B1	-1.03487765
SULT1C2	-1.201452894
SULT1C3	-1.58053826
SULT1C4	0.365337014
SULT1E1	-0.06081394
SULT2A1	-0.751059818
SULT2B1	-0.41571465
SULT4A1	1.135085273
SULT6B1	0.651368218
SUMF1	-1.961022911
SUMF2	1.548353382
SUMO1	0.090503731
SUMO2	-1.139088002
SUMO3	0.283056073
SUMO4	1.192205747
SUN1	-0.132936746
SUN2	2.066811704
SUN3	-0.317402803
SUN5	-0.522967161
SUOX	0.975010223
SUPT16H	1.87568619
SUPT20H	-1.13128772
SUPT20HL1	-1.140797995
SUPT20HL2	-0.025810374
SUPT3H	0.369271519
SUPT4H1	0.514682523
SUPT5H	-0.093123018
SUPT6H	-1.347134961
SUPT7L	-1.05429597
SUPV3L1	-0.20799806
SURF1	1.5061659
SURF2	2.531851784
SURF4	1.576455779
SURF6	0.360287524
SUSD1	0.121567148
SUSD2	1.22812922
SUSD3	-0.215245704
SUSD4	-0.348138715
SUSD5	-0.495640167
SUSD6	0.688578005
SUV39H1	0.756444063
SUV39H2	0.513762952
SUZ12	-0.292667158
SV2A	1.654458993
SV2B	-0.685793922
SV2C	-0.83443243
SVBP	0.025573051
SVEP1	0.153587629
SVIL	-0.285436513
SVIP	0.360285347
SVOP	-0.213505674
SVOPL	-0.065513621
SWAP70	-1.684223272
SWI5	0.464887496
SWSAP1	2.29639444
SWT1	0.14446066
SYAP1	-0.661242916
SYBU	-0.119652613
SYCE1	-0.824491538
SYCE1L	-0.91494042
SYCE2	1.781743727
SYCE3	1.296222566
SYCN	-0.669163835
SYCP1	-0.798079546
SYCP2	0.590580734
SYCP2L	-1.829259443
SYCP3	-0.12408783
SYDE1	0.983721414
SYDE2	0.117428169
SYF2	0.863985769
SYK	-0.053587467
SYMPK	-0.808934287
SYN1	0.900019626
SYN2	-1.019794938
SYN3	-0.069275746
SYNC	1.254043517
SYNCRIP	0.575467807
SYNDIG1	1.533876748
SYNDIG1L	0.327016692
SYNE1	0.397913561
SYNE2	-0.378569968
SYNE3	0.368342117
SYNE4	0.243847409
SYNGAP1	2.472070645
SYNGR1	-0.592587047
SYNGR2	2.302905744
SYNGR3	0.973185362
SYNGR4	-0.09014535
SYNJ1	0.376322612
SYNJ2	1.184367952
SYNJ2BP	1.352575245
SYNM	0.238516322
SYNPO	-0.798588587
SYNPO2	-0.178772919
SYNPO2L	0.179243484
SYNPR	-0.348482581
SYNRG	-0.376017627
SYP	1.150508049
SYPL1	0.862138737
SYPL2	-0.687891953
SYS1	1.002227974
SYT1	0.279184914
SYT10	0.334243301
SYT11	0.802124712
SYT12	-0.287601154
SYT13	-1.007773015
SYT14	-0.563703261
SYT15	-0.168442905
SYT15B	-1.280310174
SYT16	-1.216852488
SYT17	-1.023789294
SYT2	-1.141319955
SYT3	-0.059858521
SYT4	-0.156453437
SYT5	1.051446543
SYT6	0.436990452
SYT7	0.155657043
SYT8	-0.903547633
SYT9	1.045948283
SYTL1	0.271458356
SYTL2	-0.55043943
SYTL3	1.968886581
SYTL4	0.706680599
SYTL5	-1.162281625
SYVN1	-0.36805453
SZRD1	2.468035257
SZT2	-0.093974299
TAAR1	-1.458451086
TAAR2	-1.212509027
TAAR5	-0.223215799
TAAR6	-0.271369511
TAAR8	-1.237337328
TAAR9	-0.170250597
TAB1	1.722411469
TAB2	0.988287912
TAB3	0.429991895
TAC1	-1.473561291
TAC3	1.120988358
TAC4	0.186051376
TACC1	0.280376243
TACC2	0.365267156
TACC3	-0.353789903
TACO1	-0.415895996
TACR1	-0.262493257
TACR2	-0.967386306
TACR3	-0.927813863
TACSTD2	-0.853359625
TADA1	1.149877356
TADA2A	1.312834536
TADA2B	0.045588215
TADA3	0.079833406
TAF1	-1.018562762
TAF10	1.416090302
TAF11	-0.014734808
TAF11L10	-0.192726627
TAF11L11	-0.668415963
TAF11L12	-0.853184482
TAF11L13	-1.089089764
TAF11L14	-1.367656023
TAF11L2	-0.9808012
TAF11L3	-0.288993059
TAF11L4	-0.253203008
TAF11L5	-0.27610096
TAF11L6	-0.444020028
TAF11L7	-0.178599254
TAF11L8	-0.54576377
TAF11L9	-0.206057079
TAF12	0.406935196
TAF13	-0.421714808
TAF15	1.231534312
TAF1A	0.540435368
TAF1B	-0.349415665
TAF1C	2.080385614
TAF1D	0.675135455
TAF1L	-1.48363426
TAF2	0.065533647
TAF3	0.708784843
TAF4	-0.457742871
TAF4B	-0.300571539
TAF5	0.234150204
TAF5L	-0.201735617
TAF6	-0.681623677
TAF6L	0.777908454
TAF7	-1.537963294
TAF7L	-0.336153146
TAF8	1.194894878
TAF9	0.823520221
TAF9B	0.954745275
TAFA1	-0.021135908
TAFA2	-0.538626811
TAFA3	-0.389873608
TAFA4	-1.69840891
TAFA5	0.35379779
TAFAZZIN	0.408972246
TAGAP	0.800527116
TAGLN	1.8117851
TAGLN2	-0.126802121
TAGLN3	0.440440921
TAL1	-0.679637246
TAL2	0.101668032
TALDO1	1.586784619
TAMALIN	0.314338067
TAMM41	-0.151031156
TANC1	0.432091924
TANC2	0.718296988
TANGO2	1.346602512
TANGO6	1.916462264
TANK	0.260028426
TAOK1	-0.068578292
TAOK2	-0.174757753
TAOK3	0.080721378
TAP1	0.190530994
TAP2	-0.061986638
TAPBP	3.04019791
TAPBPL	0.98133067
TAPT1	0.304289831
TARBP1	0.010917004
TARBP2	0.444397131
TARDBP	-0.803958093
TARM1	-1.340569739
TARP	0.560743258
TARS1	0.206609082
TARS2	0.700497684
TARS3	0.300162944
TAS1R1	0.577409653
TAS1R2	-1.185322042
TAS1R3	-0.298774165
TAS2R1	-2.019525334
TAS2R10	-0.180015861
TAS2R13	-1.514932464
TAS2R14	-2.036097856
TAS2R16	0.123974566
TAS2R19	-1.232885335
TAS2R20	-0.19925782
TAS2R3	-1.508445091
TAS2R30	-1.081425468
TAS2R31	-1.277076285
TAS2R38	-1.077162788
TAS2R39	0.461340347
TAS2R4	-0.99912213
TAS2R40	0.260146874
TAS2R41	-1.397137818
TAS2R42	-1.219859449
TAS2R43	-0.153705961
TAS2R45	
TAS2R46	-1.101250478
TAS2R5	0.304505103
TAS2R50	-0.807115286
TAS2R60	0.111773951
TAS2R7	-0.778547222
TAS2R8	-1.40431247
TAS2R9	-1.451871109
TASL	-0.667050527
TASOR	-0.323594841
TASOR2	0.737928919
TASP1	-0.342093386
TAT	0.74029969
TATDN1	0.462553053
TATDN2	0.848158263
TATDN3	2.035577817
TAX1BP1	1.782541993
